V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
0.071099934,5.473968005,5.376497854,7.045083653,9.460868038,-1.534763216,27.74205331,9.714187812,7.066495772,-7.776697208
4.605338152,0.071099934,5.473968005,5.376497854,7.045083653,21.82209561,-1.534763216,27.74205331,9.714187812,7.066495772
2.552925389,4.605338152,0.071099934,5.473968005,5.376497854,-25.69223446,21.82209561,-1.534763216,27.74205331,9.714187812
1.533976829,2.552925389,4.605338152,0.071099934,5.473968005,4.720964968,-25.69223446,21.82209561,-1.534763216,27.74205331
-0.087898863,1.533976829,2.552925389,4.605338152,0.071099934,-18.66594745,4.720964968,-25.69223446,21.82209561,-1.534763216
-1.912176314,-0.087898863,1.533976829,2.552925389,4.605338152,-4.668007943,-18.66594745,4.720964968,-25.69223446,21.82209561
-1.669532919,-1.912176314,-0.087898863,1.533976829,2.552925389,11.11325187,-4.668007943,-18.66594745,4.720964968,-25.69223446
-0.25132721,-1.669532919,-1.912176314,-0.087898863,1.533976829,-6.533813004,11.11325187,-4.668007943,-18.66594745,4.720964968
-4.395497908,-0.25132721,-1.669532919,-1.912176314,-0.087898863,20.95688418,-6.533813004,11.11325187,-4.668007943,-18.66594745
5.907989177,-4.395497908,-0.25132721,-1.669532919,-1.912176314,1.701760064,20.95688418,-6.533813004,11.11325187,-4.668007943
-1.83516677,5.907989177,-4.395497908,-0.25132721,-1.669532919,1.336306223,1.701760064,20.95688418,-6.533813004,11.11325187
2.11241532,-1.83516677,5.907989177,-4.395497908,-0.25132721,11.83196182,1.336306223,1.701760064,20.95688418,-6.533813004
-4.963086015,2.11241532,-1.83516677,5.907989177,-4.395497908,-11.51775943,11.83196182,1.336306223,1.701760064,20.95688418
-4.41474101,-4.963086015,2.11241532,-1.83516677,5.907989177,8.064485664,-11.51775943,11.83196182,1.336306223,1.701760064
-9.954464518,-4.41474101,-4.963086015,2.11241532,-1.83516677,7.955682928,8.064485664,-11.51775943,11.83196182,1.336306223
-7.023198145,-9.954464518,-4.41474101,-4.963086015,2.11241532,0.648167472,7.955682928,8.064485664,-11.51775943,11.83196182
-8.666040971,-7.023198145,-9.954464518,-4.41474101,-4.963086015,25.88770192,0.648167472,7.955682928,8.064485664,-11.51775943
-1.952875477,-8.666040971,-7.023198145,-9.954464518,-4.41474101,4.36889125,25.88770192,0.648167472,7.955682928,8.064485664
-5.396708263,-1.952875477,-8.666040971,-7.023198145,-9.954464518,4.276668875,4.36889125,25.88770192,0.648167472,7.955682928
0.141676578,-5.396708263,-1.952875477,-8.666040971,-7.023198145,8.008379557,4.276668875,4.36889125,25.88770192,0.648167472
-6.743129007,0.141676578,-5.396708263,-1.952875477,-8.666040971,-26.33943627,8.008379557,4.276668875,4.36889125,25.88770192
-3.7419816,-6.743129007,0.141676578,-5.396708263,-1.952875477,7.766139846,-26.33943627,8.008379557,4.276668875,4.36889125
-6.275920813,-3.7419816,-6.743129007,0.141676578,-5.396708263,-12.95398337,7.766139846,-26.33943627,8.008379557,4.276668875
-8.044643038,-6.275920813,-3.7419816,-6.743129007,0.141676578,20.76579585,-12.95398337,7.766139846,-26.33943627,8.008379557
-1.004181689,-8.044643038,-6.275920813,-3.7419816,-6.743129007,14.79508188,20.76579585,-12.95398337,7.766139846,-26.33943627
4.077484906,-1.004181689,-8.044643038,-6.275920813,-3.7419816,30.70651951,14.79508188,20.76579585,-12.95398337,7.766139846
1.962130039,4.077484906,-1.004181689,-8.044643038,-6.275920813,16.87275023,30.70651951,14.79508188,20.76579585,-12.95398337
7.132817847,1.962130039,4.077484906,-1.004181689,-8.044643038,17.25405256,16.87275023,30.70651951,14.79508188,20.76579585
0.208239704,7.132817847,1.962130039,4.077484906,-1.004181689,1.787587713,17.25405256,16.87275023,30.70651951,14.79508188
0.490774353,0.208239704,7.132817847,1.962130039,4.077484906,-4.279539955,1.787587713,17.25405256,16.87275023,30.70651951
-0.319730649,0.490774353,0.208239704,7.132817847,1.962130039,-2.469481405,-4.279539955,1.787587713,17.25405256,16.87275023
-4.412702584,-0.319730649,0.490774353,0.208239704,7.132817847,-9.44361847,-2.469481405,-4.279539955,1.787587713,17.25405256
-0.012701231,-4.412702584,-0.319730649,0.490774353,0.208239704,1.162461445,-9.44361847,-2.469481405,-4.279539955,1.787587713
1.561038349,-0.012701231,-4.412702584,-0.319730649,0.490774353,-0.041707899,1.162461445,-9.44361847,-2.469481405,-4.279539955
-2.608375353,1.561038349,-0.012701231,-4.412702584,-0.319730649,3.04880325,-0.041707899,1.162461445,-9.44361847,-2.469481405
8.303957613,-2.608375353,1.561038349,-0.012701231,-4.412702584,3.096346843,3.04880325,-0.041707899,1.162461445,-9.44361847
-0.291752974,8.303957613,-2.608375353,1.561038349,-0.012701231,2.800215022,3.096346843,3.04880325,-0.041707899,1.162461445
3.785506276,-0.291752974,8.303957613,-2.608375353,1.561038349,-4.245596108,2.800215022,3.096346843,3.04880325,-0.041707899
5.262838449,3.785506276,-0.291752974,8.303957613,-2.608375353,-11.60475049,-4.245596108,2.800215022,3.096346843,3.04880325
4.270475658,5.262838449,3.785506276,-0.291752974,8.303957613,-12.76889915,-11.60475049,-4.245596108,2.800215022,3.096346843
3.160838538,4.270475658,5.262838449,3.785506276,-0.291752974,-9.302338604,-12.76889915,-11.60475049,-4.245596108,2.800215022
0.703078059,3.160838538,4.270475658,5.262838449,3.785506276,1.511474327,-9.302338604,-12.76889915,-11.60475049,-4.245596108
-2.053976933,0.703078059,3.160838538,4.270475658,5.262838449,4.140248507,1.511474327,-9.302338604,-12.76889915,-11.60475049
-3.234144254,-2.053976933,0.703078059,3.160838538,4.270475658,5.533279278,4.140248507,1.511474327,-9.302338604,-12.76889915
-3.26443024,-3.234144254,-2.053976933,0.703078059,3.160838538,7.950623174,5.533279278,4.140248507,1.511474327,-9.302338604
-2.716198112,-3.26443024,-3.234144254,-2.053976933,0.703078059,7.217044053,7.950623174,5.533279278,4.140248507,1.511474327
-3.378103563,-2.716198112,-3.26443024,-3.234144254,-2.053976933,1.611853082,7.217044053,7.950623174,5.533279278,4.140248507
-0.154676348,-3.378103563,-2.716198112,-3.26443024,-3.234144254,-4.703125584,1.611853082,7.217044053,7.950623174,5.533279278
-4.345090454,-0.154676348,-3.378103563,-2.716198112,-3.26443024,-2.786021907,-4.703125584,1.611853082,7.217044053,7.950623174
-1.635085125,-4.345090454,-0.154676348,-3.378103563,-2.716198112,-5.329050695,-2.786021907,-4.703125584,1.611853082,7.217044053
-1.022326219,-1.635085125,-4.345090454,-0.154676348,-3.378103563,8.221216465,-5.329050695,-2.786021907,-4.703125584,1.611853082
-4.890882737,-1.022326219,-1.635085125,-4.345090454,-0.154676348,-5.500008908,8.221216465,-5.329050695,-2.786021907,-4.703125584
9.993099464,-4.890882737,-1.022326219,-1.635085125,-4.345090454,11.70496334,-5.500008908,8.221216465,-5.329050695,-2.786021907
0.048732134,9.993099464,-4.890882737,-1.022326219,-1.635085125,-4.13753981,11.70496334,-5.500008908,8.221216465,-5.329050695
9.902136578,0.048732134,9.993099464,-4.890882737,-1.022326219,1.571759554,-4.13753981,11.70496334,-5.500008908,8.221216465
9.584044856,9.902136578,0.048732134,9.993099464,-4.890882737,8.156403593,1.571759554,-4.13753981,11.70496334,-5.500008908
-0.033759746,9.584044856,9.902136578,0.048732134,9.993099464,-1.267196811,8.156403593,1.571759554,-4.13753981,11.70496334
4.215693877,-0.033759746,9.584044856,9.902136578,0.048732134,-7.708413638,-1.267196811,8.156403593,1.571759554,-4.13753981
-1.857153467,4.215693877,-0.033759746,9.584044856,9.902136578,4.292599961,-7.708413638,-1.267196811,8.156403593,1.571759554
-4.132764128,-1.857153467,4.215693877,-0.033759746,9.584044856,4.601245435,4.292599961,-7.708413638,-1.267196811,8.156403593
5.336801873,-4.132764128,-1.857153467,4.215693877,-0.033759746,-6.161890912,4.601245435,4.292599961,-7.708413638,-1.267196811
0.620390384,5.336801873,-4.132764128,-1.857153467,4.215693877,-9.989505065,-6.161890912,4.601245435,4.292599961,-7.708413638
2.558560635,0.620390384,5.336801873,-4.132764128,-1.857153467,-1.17787499,-9.989505065,-6.161890912,4.601245435,4.292599961
1.794729299,2.558560635,0.620390384,5.336801873,-4.132764128,-0.974221061,-1.17787499,-9.989505065,-6.161890912,4.601245435
-2.232345905,1.794729299,2.558560635,0.620390384,5.336801873,8.75329496,-0.974221061,-1.17787499,-9.989505065,-6.161890912
-2.43508747,-2.232345905,1.794729299,2.558560635,0.620390384,7.752616207,8.75329496,-0.974221061,-1.17787499,-9.989505065
-1.77544914,-2.43508747,-2.232345905,1.794729299,2.558560635,2.791680133,7.752616207,8.75329496,-0.974221061,-1.17787499
0.03830545,-1.77544914,-2.43508747,-2.232345905,1.794729299,-1.192481782,2.791680133,7.752616207,8.75329496,-0.974221061
2.325605585,0.03830545,-1.77544914,-2.43508747,-2.232345905,-0.994054158,-1.192481782,2.791680133,7.752616207,8.75329496
4.108714078,2.325605585,0.03830545,-1.77544914,-2.43508747,-3.167099593,-0.994054158,-1.192481782,2.791680133,7.752616207
3.378459288,4.108714078,2.325605585,0.03830545,-1.77544914,-0.980563098,-3.167099593,-0.994054158,-1.192481782,2.791680133
1.279756042,3.378459288,4.108714078,2.325605585,0.03830545,-0.368638705,-0.980563098,-3.167099593,-0.994054158,-1.192481782
3.331567707,1.279756042,3.378459288,4.108714078,2.325605585,-1.925039149,-0.368638705,-0.980563098,-3.167099593,-0.994054158
-1.560588754,3.331567707,1.279756042,3.378459288,4.108714078,-0.902187122,-1.925039149,-0.368638705,-0.980563098,-3.167099593
-3.064100604,-1.560588754,3.331567707,1.279756042,3.378459288,-6.374267378,-0.902187122,-1.925039149,-0.368638705,-0.980563098
-0.740107765,-3.064100604,-1.560588754,3.331567707,1.279756042,4.105270684,-6.374267378,-0.902187122,-1.925039149,-0.368638705
-4.400641379,-0.740107765,-3.064100604,-1.560588754,3.331567707,0.550758871,4.105270684,-6.374267378,-0.902187122,-1.925039149
-2.348568713,-4.400641379,-0.740107765,-3.064100604,-1.560588754,-0.213732791,0.550758871,4.105270684,-6.374267378,-0.902187122
-2.320110948,-2.348568713,-4.400641379,-0.740107765,-3.064100604,-1.252907666,-0.213732791,0.550758871,4.105270684,-6.374267378
-6.73822756,-2.320110948,-2.348568713,-4.400641379,-0.740107765,0.294782162,-1.252907666,-0.213732791,0.550758871,4.105270684
0.328686574,-6.73822756,-2.320110948,-2.348568713,-4.400641379,3.517876318,0.294782162,-1.252907666,-0.213732791,0.550758871
-5.043035124,0.328686574,-6.73822756,-2.320110948,-2.348568713,-7.042250784,3.517876318,0.294782162,-1.252907666,-0.213732791
-0.329563335,-5.043035124,0.328686574,-6.73822756,-2.320110948,-0.712612703,-7.042250784,3.517876318,0.294782162,-1.252907666
1.217232418,-0.329563335,-5.043035124,0.328686574,-6.73822756,2.80065926,-0.712612703,-7.042250784,3.517876318,0.294782162
-1.066556598,1.217232418,-0.329563335,-5.043035124,0.328686574,-4.261828657,2.80065926,-0.712612703,-7.042250784,3.517876318
1.35673387,-1.066556598,1.217232418,-0.329563335,-5.043035124,-6.091090966,-4.261828657,2.80065926,-0.712612703,-7.042250784
-1.034193146,1.35673387,-1.066556598,1.217232418,-0.329563335,5.464805163,-6.091090966,-4.261828657,2.80065926,-0.712612703
-4.216262955,-1.034193146,1.35673387,-1.066556598,1.217232418,7.131436008,5.464805163,-6.091090966,-4.261828657,2.80065926
-1.864856351,-4.216262955,-1.034193146,1.35673387,-1.066556598,-1.815813912,7.131436008,5.464805163,-6.091090966,-4.261828657
-1.117125057,-1.864856351,-4.216262955,-1.034193146,1.35673387,-2.854531675,-1.815813912,7.131436008,5.464805163,-6.091090966
-1.693202083,-1.117125057,-1.864856351,-4.216262955,-1.034193146,0.190468352,-2.854531675,-1.815813912,7.131436008,5.464805163
2.823530111,-1.693202083,-1.117125057,-1.864856351,-4.216262955,-6.899337684,0.190468352,-2.854531675,-1.815813912,7.131436008
