"","x"
"1",-2.61289118714487
"2",1.60609464396259
"3",-2.68220889910624
"4",1.39230267961739
"5",-1.42354920814491
"6",-1.00388312612376
"7",-2.16604648775797
"8",1.34550379221211
"9",0.138273879572964
"10",-1.40707118470897
"11",-2.57032761315251
"12",-1.4316307331098
"13",4.21096472814767
"14",-4.00137648926499
"15",2.20149691434318
"16",-0.671292589103915
"17",0.603597895845525
"18",-0.990860375958662
"19",1.61844566109835
"20",-4.3230026090919
"21",4.93430006876751
"22",0.794345409150043
"23",-0.767288576775113
"24",-0.680342684572047
"25",0.957552674346671
"26",-2.85412388470904
"27",1.55940517696076
"28",-1.44186456982661
"29",0.437085156186624
"30",0.448488195207194
"31",-0.136313874041287
"32",2.2842830541729
"33",-2.81186186756501
"34",3.30050991867436
"35",0.846337102710083
"36",-0.0885870409416641
"37",0.189807755487296
"38",2.36544947088063
"39",-4.4505973667326
"40",4.16997777295929
"41",-1.86138739121551
"42",3.32591172118951
"43",2.82195843233209
"44",-2.26068787543461
"45",0.217166884075678
"46",-5.34230637543117
"47",6.7382935176179
"48",-0.795336890579335
"49",5.02052689581118
"50",-2.90293165319158
"51",-1.63219668081337
"52",-0.450243243440154
"53",0.969166617663874
"54",4.54960857777887
"55",-3.39149794726955
"56",-0.340621965325535
"57",-6.31424578726209
"58",2.90057113456866
"59",-1.90790456491705
"60",3.81860189296408
"61",-0.00709927882133832
"62",-1.01020453003048
"63",-2.1054684816203
"64",1.29259089954882
"65",-2.93735427609621
"66",-1.22594554110343
"67",-1.37768776626278
"68",1.92029877790957
"69",0.578239391737941
"70",1.12201807349219
"71",-2.46358642307114
"72",2.34974397945441
"73",0.312235712105432
"74",1.07870845399069
"75",-2.21023914706218
"76",-1.041743831008
"77",-1.01426462402343
"78",2.26308983159738
"79",-0.981428117337505
"80",0.603747697866513
"81",-1.64330913148881
"82",0.675719651312646
"83",0.226382970434923
"84",-2.62243350194137
"85",1.10015752002434
"86",-1.86636367240729
"87",6.28311821397167
"88",-0.0227629799944401
"89",-0.56194592424363
"90",-3.35968837388996
"91",1.63073353364416
"92",2.11577688226585
"93",-0.716300516022069
"94",-0.673441547405332
"95",-0.800540351463134
"96",-1.40865755919872
"97",-0.319820780254463
"98",1.20615393783777
"99",-0.417340058206291
"100",4.31261992137934
"101",-3.22178411070449
"102",0.0709487208038893
"103",-0.0926402971349657
"104",1.32184318893378
"105",0.0344852705468011
"106",-2.13949204624494
"107",0.276566389579655
"108",1.26044084173469
"109",3.33054444305599
"110",-3.52976727482773
"111",1.35713240121186
"112",2.76816577440181
"113",-4.98202838589124
"114",-0.484735857576262
"115",0.758206015308656
"116",-4.25991706697977
"117",2.67816787936373
"118",1.10261849373858
"119",1.32540760764901
"120",-1.44033271776043
"121",-0.191478460214968
"122",0.918624694189835
"123",1.34435006989873
"124",-2.73937918901808
"125",1.20002856240863
"126",0.788807836984865
"127",-1.83806343737282
"128",2.05583485726293
"129",-2.30626133631624
"130",-0.862271242450318
"131",-0.39434570810003
"132",-0.725042296103159
"133",-1.775303165127
"134",0.948298042945167
"135",-3.11520516763783
"136",1.67609297753592
"137",1.72010422737387
"138",0.697430543151295
"139",0.121750317039781
"140",-2.55417319951633
"141",0.880696435074584
"142",2.70073615890496
"143",-2.18276034732233
"144",3.80945623417328
"145",-1.41738956842242
"146",0.0506326743192544
"147",1.96573673424681
"148",0.185213099020942
"149",3.38347210360012
"150",0.23027107704216
"151",-4.15574507164299
"152",-1.14054859912019
"153",0.2638758752362
"154",1.24537040928625
"155",-4.45302466955833
