"","x"
"1",0.817409173942258
"2",-2.65724970345815
"3",-2.44865740762896
"4",-3.33684999910497
"5",-1.95531392468927
"6",-1.86276939596276
"7",0.783136905935176
"8",0.589044219876363
"9",-0.0462124083516702
"10",0.0623636850823117
"11",1.20599640174733
"12",0.845914447560603
"13",1.50466048761615
"14",3.10803601155086
"15",2.73827333817374
"16",0.961206237439178
"17",-1.17702037674861
"18",0.758085190254433
"19",-1.4978418045516
"20",-3.71759093887412
"21",-2.5636610994356
"22",-2.38002770029942
"23",-0.700417433500499
"24",1.64411950281018
"25",1.76044116297187
"26",2.77884695832756
"27",3.89717258255672
"28",2.84568865230851
"29",0.34126474113223
"30",0.20691137818976
"31",1.65378266831189
"32",1.14456098001324
"33",-1.66447530221592
"34",-1.45258304685302
"35",-1.89629222191866
"36",-0.876197139335251
"37",1.06873212923581
"38",1.82675273878442
"39",1.90235249795618
"40",-0.946310036301493
"41",-1.13148688645137
"42",-0.558357867165763
"43",0.254684139516902
"44",2.14712251151284
"45",2.82740897191653
"46",0.506747455389413
"47",2.95387719536684
"48",1.08532098497392
"49",-0.708312672065651
"50",-1.53073631924651
"51",-3.153416206953
"52",-4.25291078132319
"53",-0.30003707138224
"54",-1.41314493219179
"55",0.203113134272455
"56",-0.947110158192507
"57",-1.74946531154177
"58",-2.27030853735039
"59",-0.473375109876048
"60",0.676594606466222
"61",0.454353365022166
"62",-0.776032145847215
"63",-1.17187646284513
"64",-0.974711632090815
"65",-2.46464230771764
"66",-1.4690007016658
"67",-0.318756755327765
"68",-1.24052528748232
"69",0.964633416839382
"70",-1.89595071728293
"71",-0.238602851407817
"72",-0.945428573558672
"73",-2.72412291818225
"74",-0.298995545908305
"75",-0.759875923656917
"76",-0.987845154772373
"77",-1.56759366945753
"78",-0.233000765525597
"79",-1.35640166682168
"80",0.436933935007907
"81",-0.0825385726474127
"82",1.01363735522889
"83",0.398095784381918
"84",1.73530855528787
"85",1.31315223706362
"86",-0.471615445914813
"87",-1.87454754219133
"88",-1.4508497633226
"89",-1.58259818618697
"90",-1.98024629325295
"91",-3.65864235481136
"92",-0.711391342105982
"93",0.503144503167982
"94",-1.46258947719156
"95",-1.31663277363005
"96",0.795827774869363
"97",0.473762566697872
"98",-0.401923934594134
"99",-0.511165711912627
"100",-1.44546047801596
"101",-0.651729641257343
"102",-1.08280590977215
"103",0.0293293477620769
"104",0.533064148530328
"105",2.19426163550177
"106",1.14807086432929
"107",-0.990298095077864
"108",-0.320210985461942
"109",-2.0525911584084
"110",1.39334455778696
"111",-0.294311227116377
"112",-2.08428192141933
"113",0.509583936181346
"114",0.63019954718663
"115",-1.64803083309275
"116",-0.15277031587412
"117",-1.84296983480384
"118",-1.46010971886831
"119",-1.11004125062664
"120",1.03873226811081
"121",-0.354244942883542
"122",-0.146736828775552
"123",-2.19926673839096
"124",2.13182894313207
"125",-0.675202518897645
"126",-0.323199224975124
"127",0.79096014689848
"128",1.54322119156128
"129",-1.62122020497337
"130",-1.8081111737763
"131",-0.301985346391083
"132",-1.08897653346838
"133",-2.33177941661154
"134",0.426908545847007
"135",-0.26906542893691
"136",2.05833229850221
"137",0.887089378771796
"138",-0.563460138099681
"139",1.6714518828885
"140",2.47231316320027
"141",0.479835626553722
"142",1.27078469989955
"143",-0.811366338512531
"144",0.927028935599527
"145",-0.646660598244163
"146",-1.22084410489098
"147",0.33430611843567
"148",0.627468506445611
"149",1.29471314505462
"150",1.05290690231569
"151",1.64764189659406
"152",0.765073390405547
"153",1.18979579122682
"154",1.48083266788168
"155",3.00840001047011
"156",0.33738124491639
"157",-0.209143861013077
"158",1.03110895196628
"159",0.713332382722541
"160",-0.366495280336102
"161",1.11674627935768
"162",-0.0559443929370309
"163",0.53059554222555
"164",-0.885981281198051
"165",-0.677615968606449
"166",-1.32271692715521
"167",-0.724904183375365
"168",1.97267556954028
"169",2.11972240382195
"170",2.05299710662046
"171",0.543661845669409
"172",-0.656038862209079
"173",-1.43764907998594
"174",-3.43568338832166
"175",-2.10113551985197
"176",0.0621454043852881
"177",1.09315908547682
"178",-0.525736653272634
"179",1.8897823408802
"180",0.379963506300251
"181",0.50283425754187
"182",-0.340570609724668
"183",-1.23748229639259
"184",-3.0508802376631
"185",-0.875376288488569
"186",-1.19670501484209
"187",-0.467041333660914
"188",-1.34589219944622
"189",-1.18104917755675
"190",-0.269917105665879
"191",1.92794601279472
"192",-0.506784923728676
"193",-1.43549543491146
"194",-1.87331608482251
"195",0.372397311526385
"196",-0.34093684929838
"197",1.03632230144657
"198",3.39245560082637
"199",0.332971090118043
"200",0.209051804139675
"201",-1.91425349926466
"202",-1.44204863032462
"203",-0.380602721493509
"204",-0.331699350530978
"205",-1.3993261525596
"206",-0.580661661214058
"207",-1.27195853527547
"208",-2.72170951110967
"209",-0.198983734943833
"210",1.08724320720226
"211",1.3950213544265
"212",1.57277754101334
"213",0.0784627102338795
"214",1.0260022273439
"215",3.58326873218294
"216",-0.15073066844026
"217",1.74060852751195
"218",-1.17997271977337
"219",0.056557962448392
"220",-0.876153205414891
"221",-0.499786329527362
"222",-0.0290943969929353
"223",1.30056534390988
"224",1.19810950875902
"225",1.00059086105387
"226",2.00209003074148
"227",1.31971307935774
"228",3.0028285075557
"229",0.767533735182898
"230",-1.45372922856316
"231",0.504212699580515
"232",-1.66309755260419
"233",-0.590458184554509
"234",-1.49913276882081
"235",-2.70224777685371
"236",0.809539121485944
"237",1.7614559913863
"238",0.6949480959292
"239",3.02542741460748
"240",3.41039376273955
"241",1.62250225271911
"242",-0.540176442537231
"243",-0.536976226691847
"244",0.0321307989084321
"245",-0.22731987800715
"246",1.8651403869525
"247",0.508287399519142
"248",1.98533884222013
"249",0.331016255597164
"250",-0.0905222763885364
"251",1.10711910939416
"252",0.464540953705408
"253",1.7876152497534
"254",2.69310635958449
"255",3.74242070627953
"256",-0.874470053352155
"257",-1.6106846421266
"258",-2.4897821539439
"259",-1.71568222623039
"260",-2.12804760075608
"261",-0.709937623609666
"262",-0.833492043429956
"263",0.570246658874432
"264",-2.12145778368905
"265",0.428122685113278
"266",-3.15950284603177
"267",-1.36089621541466
"268",-1.15688520360654
"269",1.80226226731513
"270",-0.0936135212095408
"271",-0.132964720872866
"272",-2.25249377052559
"273",-1.53006060229591
"274",-0.574348796534504
"275",1.0116542573914
"276",0.333445746883333
"277",-1.24612642472437
"278",-0.956136767544916
"279",-0.404874082934674
"280",-1.48692171203067
"281",0.951980528667629
"282",0.712885991709803
"283",0.68057624358199
"284",-0.209963316004014
"285",1.29164905906026
"286",1.81892729023863
"287",2.69054627265034
"288",3.65633849849937
"289",1.11662931608967
"290",-0.26409369441119
"291",-2.26362501472641
"292",-1.86629806945823
"293",-0.728583758415438
"294",2.23622514202182
"295",2.56420920944871
"296",4.08270341838187
"297",2.64364743353362
"298",2.2776447751521
"299",-0.0596823212883444
"300",-0.931109129947636
"301",0.319259131963121
"302",0.340842903180838
"303",2.85074444407599
"304",1.48156814128101
"305",1.77406536427172
"306",1.42978472701623
"307",0.714567645618784
"308",-0.666420158517523
"309",0.156686673963184
"310",-1.34790257898612
"311",-1.82426802415337
"312",0.592936282762999
"313",-0.765414931304349
"314",0.601070691778751
"315",2.37479780973099
"316",2.40250186923782
"317",2.1910208346293
"318",0.845612356428808
"319",1.64751698468065
"320",-1.49862528794882
"321",-0.909289387332696
"322",1.8857554707757
"323",-0.780522976803256
"324",0.629095233100296
"325",0.96961389477944
"326",1.45200272505634
"327",-1.15093701775206
"328",0.751312901498864
"329",-0.672623416150879
"330",-0.534265061383392
"331",-1.35623745245776
"332",0.384210568779557
"333",-1.67841027073516
"334",-0.692204259385845
"335",0.542686221704752
"336",1.76538487021727
"337",1.55885365162376
"338",0.323904562903298
"339",-0.578547471687152
"340",-2.04282614958827
"341",-0.536279751836496
"342",-0.441645644295336
"343",1.58250297145504
"344",3.45259498439969
"345",0.583670124442994
"346",0.0118560246191273
"347",-1.27979129516348
"348",-2.9965967599689
"349",-1.47862914086742
"350",0.994279129896427
"351",0.407726732438111
"352",-0.459373568957618
"353",-0.787426676136357
"354",-0.557792874167512
"355",-0.887024561048307
"356",0.545430350099241
"357",-0.351921071925239
"358",-0.798876115649506
"359",-2.18422203486596
"360",-0.971981154235623
"361",1.28980900371225
"362",2.08713726366102
"363",1.24303810967626
"364",4.73027819780703
"365",2.31575780710014
"366",1.52788072341013
"367",-1.49576767691456
"368",-0.210201497585115
